month,slp_climatology_mean_hpa,slp_climatology_std_hpa
1,11.12716293334961,8.703954696655273
2,8.544206619262695,8.269665718078613
11,6.1456780433654785,7.906016826629639
12,10.767045021057129,9.112839698791504
